5.397553462813476699e+02,5.354316845167764995e+02,5.314244199008712712e+02,5.276722644582837347e+02,5.241366790372576361e+02,5.207913362812278137e+02,5.176169570167688789e+02,5.145986359256298783e+02,5.117243689472154529e+02,5.089841894368462931e+02,5.063696296316558119e+02,5.038733659752040239e+02,5.014889742687200282e+02,4.992107539065557376e+02,4.970335976187722622e+02,4.949528924083957122e+02,4.929644426066186043e+02,4.910644090622425324e+02,4.892492603855564539e+02,4.875157333829928916e+02,4.858608006215296768e+02,4.842816436068325743e+02,4.827756304385173394e+02,4.813402970757328490e+02,4.799733315418013149e+02,4.786725605406712134e+02,4.774359380655214409e+02,4.762615356611746620e+02,4.751475340640220111e+02,4.740922159907987066e+02,4.730939598841831071e+02,4.721512344512053687e+02,4.712625938514529480e+02,4.704266734070694156e+02,4.696421857160221975e+02,4.689079170539753818e+02,4.682227239475433862e+02,4.675855297908852322e+02,4.669953213549922566e+02,4.664511449980519160e+02,4.659521023136231861e+02,4.654973448273781855e+02,4.650860671258353136e+02,4.647174973751517655e+02,4.643908833591610801e+02,4.641054704834429572e+02,4.638604646449783786e+02,4.636549651313046638e+02,4.634878353509628255e+02,4.633574392847768308e+02
5.350532609731330922e+02,5.306485895158973563e+02,5.264912041782110919e+02,5.225607227376996207e+02,5.188370590321424061e+02,5.153024228498695720e+02,5.119415733123307177e+02,5.087415377214954333e+02,5.056912247291112976e+02,5.027810686196312417e+02,5.000027370311408390e+02,4.973489002077926671e+02,4.948130509698333981e+02,4.923893641359104549e+02,4.900725860182027418e+02,4.878579467620631931e+02,4.857410901214934142e+02,4.837180166579738625e+02,4.817850373808794302e+02,4.799387355981139649e+02,4.781759352909861605e+02,4.764936747255472937e+02,4.748891843056300672e+02,4.733598678904762096e+02,4.719032869631129188e+02,4.705171471593140495e+02,4.691992867615318801e+02,4.679476668350540649e+02,4.667603627401795734e+02,4.656355567982669754e+02,4.645715319238783536e+02,4.635666660619252184e+02,4.626194272891323749e+02,4.617283694542225021e+02,4.608921282415349197e+02,4.601094175485116011e+02,4.593790260684170903e+02,4.586998139651769293e+02,4.580707095162172209e+02,4.574907055800474609e+02,4.569588557161310405e+02,4.564742697440522079e+02,4.560361084795560487e+02,4.556435773417305768e+02,4.552959185403188940e+02,4.549924017779274550e+02,4.547323142604922737e+02,4.545149534236528552e+02,4.543396330867429356e+02,4.542057333262891348e+02
5.298234414245589505e+02,5.253923565741475841e+02,5.211661795718554231e+02,5.171373846470121407e+02,5.132963404391580298e+02,5.096327822664520681e+02,5.061366346041660336e+02,5.027984076690170241e+02,4.996093491754462548e+02,4.965614674312379861e+02,4.936474929227115922e+02,4.908608147319102954e+02,4.881954103660125952e+02,4.856457778618510019e+02,4.832068739226338607e+02,4.808740592688866400e+02,4.786430511567876920e+02,4.765098824847715377e+02,4.744708667259859567e+02,4.725225679077327641e+02,4.706617749158567108e+02,4.688854794853868952e+02,4.671908573261487732e+02,4.655752519135780858e+02,4.640361605468344237e+02,4.625712223377983605e+02,4.611782078462384789e+02,4.598550101194769582e+02,4.585996369304907603e+02,4.574102040377244975e+02,4.562849293139723841e+02,4.552221276113859858e+02,4.542202062456862564e+02,4.532776609956142693e+02,4.523930725240630863e+02,4.515651031356995304e+02,4.507924937927953124e+02,4.500740613172778239e+02,4.494086957140722802e+02,4.487953575611666110e+02,4.482330754301851243e+02,4.477209433364295137e+02,4.472581182856691271e+02,4.468438181161460534e+02,4.464773200803855957e+02,4.461579610583705744e+02,4.458851410665126878e+02,4.456583329547746075e+02,4.454771028091070093e+02,4.453411466493282660e+02
5.243065883780459444e+02,5.198618883121669114e+02,5.155968107261404612e+02,5.115078753969783065e+02,5.075900181498192865e+02,5.038372119505251021e+02,5.002429628885132047e+02,4.968006602226612927e+02,4.935038020417393909e+02,4.903461285562511307e+02,4.873216921604404206e+02,4.844248866734635044e+02,4.816504515547411529e+02,4.789934616384666697e+02,4.764493091581853719e+02,4.740136822689539144e+02,4.716825425960602729e+02,4.694521032686149056e+02,4.673188082277425792e+02,4.652793131899986179e+02,4.633304684020183117e+02,4.614693031806474437e+02,4.596930121545068459e+02,4.579989430832907829e+02,4.563845861145252343e+02,4.548475643343923025e+02,4.533856254736132882e+02,4.519966346376739352e+02,4.506785679407163343e+02,4.494295069329535863e+02,4.482476337218082563e+02,4.471312266968075164e+02,4.460786567774998730e+02,4.450883841123853699e+02,4.441589551653299281e+02,4.432890001345993483e+02,4.424772306591940492e+02,4.417224377786466221e+02,4.410234901274765207e+02,4.403793323665280468e+02,4.397889838840723087e+02,4.392515378450411845e+02,4.387661607340523915e+02,4.383320926351755134e+02,4.379486486253478006e+02,4.376152218262156453e+02,4.373312888297772361e+02,4.370964182873773325e+02,4.369102831920850463e+02,4.367726763270496235e+02
5.186384886332517681e+02,5.141851873534478727e+02,5.098949063135974598e+02,5.057657153714061451e+02,5.017946347055494130e+02,4.979778931428167539e+02,4.943111809449119392e+02,4.907898670985454146e+02,4.874091707984871960e+02,4.841642883641893036e+02,4.810504821238761224e+02,4.780631392786700076e+02,4.751978083008560247e+02,4.724502191895605279e+02,4.698162925260639327e+02,4.672921410223449357e+02,4.648740662363653087e+02,4.625585523415866760e+02,4.603422582548677156e+02,4.582220090050014960e+02,4.561947869247256904e+02,4.542577230396400410e+02,4.524080888828555089e+02,4.506432888655421607e+02,4.489608532671141461e+02,4.473584318647940563e+02,4.458337881938026612e+02,4.443847944115917130e+02,4.430094267290076004e+02,4.417057613657409547e+02,4.404719709853171707e+02,4.393063215651866926e+02,4.382071696595330081e+02,4.371729600158984681e+02,4.362022235115093736e+02,4.352935753813892461e+02,4.344457137182855604e+02,4.336574182346390103e+02,4.329275492900468407e+02,4.322550472048430947e+02,4.316389319025605005e+02,4.310783029519221827e+02,4.305723401124996599e+02,4.301203045248698231e+02,4.297215407189468692e+02,4.293754796276160732e+02,4.290816427577368017e+02,4.288396475400978147e+02,4.286492135929217397e+02,4.285101691441098524e+02
5.129122016755889035e+02,5.084529086489311567e+02,5.041449096300246424e+02,4.999869916167646124e+02,4.959772274490113091e+02,4.921130929204517201e+02,4.883915961853181784e+02,4.848094035218605313e+02,4.813629516608589825e+02,4.780485421741943242e+02,4.748624171110688508e+02,4.718008172466357451e+02,4.688600253457858571e+02,4.660363971446810751e+02,4.633263826339489242e+02,4.607265399092048028e+02,4.582335434708039656e+02,4.558441884789249912e+02,4.535553921368928627e+02,4.513641930969321265e+02,4.492677495580661002e+02,4.472633365497714522e+02,4.453483427594601380e+02,4.435202671590586192e+02,4.417767156088902993e+02,4.401153975598911074e+02,4.385341229331826298e+02,4.370307992255096110e+02,4.356034288671832542e+02,4.342501068438204470e+02,4.329690185827438427e+02,4.317584380982454491e+02,4.306167263861889296e+02,4.295423300570711262e+02,4.285337801973196861e+02,4.275896914510698821e+02,4.267087613188642194e+02,4.258897696756418441e+02,4.251315785180295279e+02,4.244331319602099484e+02,4.237934565081517349e+02,4.232116616528106761e+02,4.226869408321804258e+02,4.222185728164018315e+02,4.218059235640336624e+02,4.214484485730482106e+02,4.211456956970994270e+02,4.208973083067127732e+02,4.207030285442909303e+02,4.205627002695787269e+02
5.071972377414301150e+02,5.027335297544442483e+02,4.984124187819622307e+02,4.942330734973558037e+02,4.901941526453090319e+02,4.862938637170567517e+02,4.825300327195013210e+02,4.789001775662143814e+02,4.754015792559380884e+02,4.720313469646891917e+02,4.687864749544869483e+02,4.656638905724330471e+02,4.626604935442489364e+02,4.597731873183458333e+02,4.569989034844540470e+02,4.543346203667404666e+02,4.517773768499953917e+02,4.493242823933295540e+02,4.469725240552776313e+02,4.447193712196450974e+02,4.425621785853702477e+02,4.404983878720850612e+02,4.385255285979313840e+02,4.366412182072182304e+02,4.348431617612332047e+02,4.331291513540072060e+02,4.314970653740750777e+02,4.299448677013932070e+02,4.284706069039267504e+02,4.270724154796085941e+02,4.257485091752649282e+02,4.244971864037779596e+02,4.233168277734986873e+02,4.222058957391697618e+02,4.211629343809348711e+02,4.201865693170573195e+02,4.192755077564580120e+02,4.184285386988243545e+02,4.176445332925198954e+02,4.169224453633726739e+02,4.162613121299807517e+02,4.156602551224487456e+02,4.151184813200295025e+02,4.146352845170768546e+02,4.142100469136730680e+02,4.138422409048931740e+02,4.135314310093338008e+02,4.132772758341008625e+02,4.130795299254735369e+02,4.129380453145846559e+02
5.015477896708326284e+02,4.970807083184693624e+02,4.927495542845716159e+02,4.885537205713057460e+02,4.844922188900252991e+02,4.805637118105464083e+02,4.767665527702829422e+02,4.730988304170738843e+02,4.695584141172067234e+02,4.661429981201647479e+02,4.628501426234813607e+02,4.596773106818147880e+02,4.566219004794443777e+02,4.536812729119354231e+02,4.508527747094425990e+02,4.481337575049798261e+02,4.455215933342259405e+02,4.430136870754280949e+02,4.406074863204958092e+02,4.383004891279705362e+02,4.360902500569520157e+02,4.339743848260798700e+02,4.319505738881604771e+02,4.300165651617427329e+02,4.281701761171946714e+02,4.264092953770258987e+02,4.247318839581882344e+02,4.231359762574357433e+02,4.216196808589480725e+02,4.201811812257159318e+02,4.188187363220473571e+02,4.175306812034526729e+02,4.163154276016113045e+02,4.151714645257032998e+02,4.140973588967307819e+02,4.130917562282282915e+02,4.121533813646511248e+02,4.112810392874060312e+02,4.104736159975972214e+02,4.097300794836625641e+02,4.090494807806549602e+02,4.084309551253431323e+02,4.078737232068370986e+02,4.073770925053169094e+02,4.069404587010158707e+02,4.065633071216265648e+02,4.062452141792913380e+02,4.059858487301598871e+02,4.057849732736825104e+02,4.056424449006159421e+02
4.960070130328743971e+02,4.915372884453926758e+02,4.871982529633388026e+02,4.829894412370218220e+02,4.789100911786596271e+02,4.749591629531063859e+02,4.711353633209081408e+02,4.674371735931948137e+02,4.638628794864268912e+02,4.604106013667186517e+02,4.570783236720656078e+02,4.538639226296403422e+02,4.507651916967367924e+02,4.477798644201982370e+02,4.449056346188290263e+02,4.421401739461375655e+02,4.394811469930931480e+02,4.369262241516152017e+02,4.344730924889834682e+02,4.321194648901667392e+02,4.298630877166601749e+02,4.277017472126234452e+02,4.256332748662503604e+02,4.236555519094326883e+02,4.217665131139369805e+02,4.199641500187838687e+02,4.182465137020208772e+02,4.166117171909627928e+02,4.150579375883296507e+02,4.135834179774703330e+02,4.121864691578604152e+02,4.108654712520933572e+02,4.096188752174113006e+02,4.084452042882005003e+02,4.073430553705687203e+02,4.063111004058845310e+02,4.053480877167420999e+02,4.044528433459693133e+02,4.036242723967409916e+02,4.028613603793026527e+02,4.021631745669353677e+02,4.015288653602744944e+02,4.009576676546444673e+02,4.004489021994650102e+02,4.000019769319900433e+02,3.996163882598969508e+02,3.992917222592145094e+02,3.990276557469260297e+02,3.988239571829491865e+02,3.986804873559638054e+02
4.906095437228393052e+02,4.861377098346242178e+02,4.817923784369742748e+02,4.775731785398232887e+02,4.734795001898709188e+02,4.695105064187179096e+02,4.656651488706661439e+02,4.619421862033552770e+02,4.583402043130743095e+02,4.548576374851157311e+02,4.514927896816201383e+02,4.482438553269233807e+02,4.451089391090972640e+02,4.420860744681260144e+02,4.391732405746349173e+02,4.363683777127388908e+02,4.336694010651724511e+02,4.310742129599914279e+02,4.285807136789505876e+02,4.261868109519212453e+02,4.238904282731871263e+02,4.216895121775447137e+02,4.195820386097188930e+02,4.175660185119882613e+02,4.156395027438746297e+02,4.138005864355891390e+02,4.120474128645639098e+02,4.103781769324526749e+02,4.087911283088363348e+02,4.072845742977429495e+02,4.058568824740721652e+02,4.045064831291139740e+02,4.032318715575195824e+02,4.020316102122251323e+02,4.009043307488331607e+02,3.998487359766847362e+02,3.988636017301569154e+02,3.979477786704335358e+02,3.971001940249597055e+02,3.963198532688259661e+02,3.956058417492767489e+02,3.949573262512672045e+02,3.943735564983967947e+02,3.938538665796253895e+02,3.933976762880154183e+02,3.930044923535949124e+02,3.926739095487213262e+02,3.924056116416228406e+02,3.921993721727820343e+02,3.920550550301447288e+02
